	---Training Setting---	
batch_size: 128
vocab_th: 5
embed_size: 512
hidden_size: 512
num_epochs: 1


Epoch [1/1], Step [1/3236], Loss: 9.2258, Perplexity: 10155.6090, min_loss: 9.23, trn_off_step [0/647]
Epoch [1/1], Step [46/3236], Loss: 4.2157, Perplexity: 67.7431, min_loss: 4.07, trn_off_step [1/647]
Epoch [1/1], Step [47/3236], Loss: 3.8766, Perplexity: 48.2622, min_loss: 3.88, trn_off_step [0/647]
Epoch [1/1], Step [48/3236], Loss: 3.9423, Perplexity: 51.5365, min_loss: 3.88, trn_off_step [1/647]
Epoch [1/1], Step [49/3236], Loss: 4.0339, Perplexity: 56.4828, min_loss: 3.88, trn_off_step [2/647]
Epoch [1/1], Step [50/3236], Loss: 3.8404, Perplexity: 46.5453, min_loss: 3.84, trn_off_step [0/647]
Epoch [1/1], Step [51/3236], Loss: 4.0666, Perplexity: 58.3562, min_loss: 3.84, trn_off_step [1/647]
Epoch [1/1], Step [52/3236], Loss: 4.0493, Perplexity: 57.3562, min_loss: 3.84, trn_off_step [2/647]
Epoch [1/1], Step [53/3236], Loss: 4.0482, Perplexity: 57.2939, min_loss: 3.84, trn_off_step [3/647]
Epoch [1/1], Step [54/3236], Loss: 4.0207, Perplexity: 55.7374, min_loss: 3.84, trn_off_step [4/647]
Epoch [1/1], Step [55/3236], Loss: 3.7521, Perplexity: 42.6126, min_loss: 3.75, trn_off_step [0/647]
Epoch [1/1], Step [56/3236], Loss: 3.9475, Perplexity: 51.8040, min_loss: 3.75, trn_off_step [1/647]
Epoch [1/1], Step [57/3236], Loss: 3.8791, Perplexity: 48.3811, min_loss: 3.75, trn_off_step [2/647]
Epoch [1/1], Step [58/3236], Loss: 4.1291, Perplexity: 62.1244, min_loss: 3.75, trn_off_step [3/647]
Epoch [1/1], Step [59/3236], Loss: 3.9002, Perplexity: 49.4119, min_loss: 3.75, trn_off_step [4/647]
Epoch [1/1], Step [60/3236], Loss: 4.0285, Perplexity: 56.1780, min_loss: 3.75, trn_off_step [5/647]
Epoch [1/1], Step [61/3236], Loss: 3.8091, Perplexity: 45.1117, min_loss: 3.75, trn_off_step [6/647]
Epoch [1/1], Step [62/3236], Loss: 3.8645, Perplexity: 47.6793, min_loss: 3.75, trn_off_step [7/647]
Epoch [1/1], Step [63/3236], Loss: 4.3652, Perplexity: 78.6615, min_loss: 3.75, trn_off_step [8/647]
Epoch [1/1], Step [64/3236], Loss: 3.8562, Perplexity: 47.2848, min_loss: 3.75, trn_off_step [9/647]
Epoch [1/1], Step [65/3236], Loss: 4.0644, Perplexity: 58.2307, min_loss: 3.75, trn_off_step [10/647]
Epoch [1/1], Step [66/3236], Loss: 4.0417, Perplexity: 56.9251, min_loss: 3.75, trn_off_step [11/647]
Epoch [1/1], Step [67/3236], Loss: 3.6739, Perplexity: 39.4058, min_loss: 3.67, trn_off_step [0/647]
Epoch [1/1], Step [68/3236], Loss: 3.7299, Perplexity: 41.6761, min_loss: 3.67, trn_off_step [1/647]
Epoch [1/1], Step [69/3236], Loss: 4.2881, Perplexity: 72.8248, min_loss: 3.67, trn_off_step [2/647]
Epoch [1/1], Step [70/3236], Loss: 3.9211, Perplexity: 50.4553, min_loss: 3.67, trn_off_step [3/647]
Epoch [1/1], Step [71/3236], Loss: 3.7578, Perplexity: 42.8536, min_loss: 3.67, trn_off_step [4/647]
Epoch [1/1], Step [72/3236], Loss: 3.7032, Perplexity: 40.5765, min_loss: 3.67, trn_off_step [5/647]
Epoch [1/1], Step [73/3236], Loss: 4.3722, Perplexity: 79.2169, min_loss: 3.67, trn_off_step [6/647]
Epoch [1/1], Step [74/3236], Loss: 3.7622, Perplexity: 43.0425, min_loss: 3.67, trn_off_step [7/647]
Epoch [1/1], Step [75/3236], Loss: 3.6812, Perplexity: 39.6931, min_loss: 3.67, trn_off_step [8/647]
Epoch [1/1], Step [76/3236], Loss: 3.7868, Perplexity: 44.1171, min_loss: 3.67, trn_off_step [9/647]
Epoch [1/1], Step [77/3236], Loss: 3.7751, Perplexity: 43.6017, min_loss: 3.67, trn_off_step [10/647]
Epoch [1/1], Step [78/3236], Loss: 3.7286, Perplexity: 41.6211, min_loss: 3.67, trn_off_step [11/647]
Epoch [1/1], Step [79/3236], Loss: 4.3536, Perplexity: 77.7577, min_loss: 3.67, trn_off_step [12/647]
Epoch [1/1], Step [80/3236], Loss: 4.2371, Perplexity: 69.2089, min_loss: 3.67, trn_off_step [13/647]
Epoch [1/1], Step [81/3236], Loss: 3.6235, Perplexity: 37.4680, min_loss: 3.62, trn_off_step [0/647]
Epoch [1/1], Step [82/3236], Loss: 3.4794, Perplexity: 32.4396, min_loss: 3.48, trn_off_step [0/647]
Epoch [1/1], Step [83/3236], Loss: 3.8512, Perplexity: 47.0476, min_loss: 3.48, trn_off_step [1/647]
Epoch [1/1], Step [84/3236], Loss: 3.8039, Perplexity: 44.8750, min_loss: 3.48, trn_off_step [2/647]
Epoch [1/1], Step [85/3236], Loss: 3.7145, Perplexity: 41.0390, min_loss: 3.48, trn_off_step [3/647]
Epoch [1/1], Step [86/3236], Loss: 3.5448, Perplexity: 34.6344, min_loss: 3.48, trn_off_step [4/647]
Epoch [1/1], Step [87/3236], Loss: 3.7214, Perplexity: 41.3208, min_loss: 3.48, trn_off_step [5/647]
Epoch [1/1], Step [88/3236], Loss: 3.4286, Perplexity: 30.8348, min_loss: 3.43, trn_off_step [0/647]
Epoch [1/1], Step [89/3236], Loss: 3.6625, Perplexity: 38.9570, min_loss: 3.43, trn_off_step [1/647]
Epoch [1/1], Step [90/3236], Loss: 3.4818, Perplexity: 32.5170, min_loss: 3.43, trn_off_step [2/647]
Epoch [1/1], Step [91/3236], Loss: 3.5826, Perplexity: 35.9663, min_loss: 3.43, trn_off_step [3/647]
Epoch [1/1], Step [92/3236], Loss: 3.9035, Perplexity: 49.5768, min_loss: 3.43, trn_off_step [4/647]
Epoch [1/1], Step [93/3236], Loss: 4.1862, Perplexity: 65.7752, min_loss: 3.43, trn_off_step [5/647]
Epoch [1/1], Step [94/3236], Loss: 4.0668, Perplexity: 58.3705, min_loss: 3.43, trn_off_step [6/647]
Epoch [1/1], Step [95/3236], Loss: 3.6249, Perplexity: 37.5211, min_loss: 3.43, trn_off_step [7/647]
Epoch [1/1], Step [96/3236], Loss: 3.8735, Perplexity: 48.1088, min_loss: 3.43, trn_off_step [8/647]
Epoch [1/1], Step [97/3236], Loss: 3.7184, Perplexity: 41.2004, min_loss: 3.43, trn_off_step [9/647]
Epoch [1/1], Step [98/3236], Loss: 3.6785, Perplexity: 39.5857, min_loss: 3.43, trn_off_step [10/647]
Epoch [1/1], Step [99/3236], Loss: 3.6494, Perplexity: 38.4521, min_loss: 3.43, trn_off_step [11/647]
Epoch [1/1], Step [100/3236], Loss: 3.5555, Perplexity: 35.0042, min_loss: 3.43, trn_off_step [12/647]
Epoch [1/1], Step [101/3236], Loss: 3.6243, Perplexity: 37.4979, min_loss: 3.43, trn_off_step [13/647]
Epoch [1/1], Step [102/3236], Loss: 3.7600, Perplexity: 42.9493, min_loss: 3.43, trn_off_step [14/647]
Epoch [1/1], Step [103/3236], Loss: 3.3898, Perplexity: 29.6611, min_loss: 3.39, trn_off_step [0/647]
Epoch [1/1], Step [104/3236], Loss: 3.6150, Perplexity: 37.1513, min_loss: 3.39, trn_off_step [1/647]
Epoch [1/1], Step [105/3236], Loss: 3.6061, Perplexity: 36.8211, min_loss: 3.39, trn_off_step [2/647]
Epoch [1/1], Step [106/3236], Loss: 3.7422, Perplexity: 42.1917, min_loss: 3.39, trn_off_step [3/647]
Epoch [1/1], Step [107/3236], Loss: 3.7682, Perplexity: 43.3009, min_loss: 3.39, trn_off_step [4/647]
Epoch [1/1], Step [108/3236], Loss: 3.4810, Perplexity: 32.4914, min_loss: 3.39, trn_off_step [5/647]
Epoch [1/1], Step [109/3236], Loss: 3.4883, Perplexity: 32.7293, min_loss: 3.39, trn_off_step [6/647]
Epoch [1/1], Step [110/3236], Loss: 3.5867, Perplexity: 36.1139, min_loss: 3.39, trn_off_step [7/647]
Epoch [1/1], Step [111/3236], Loss: 3.5684, Perplexity: 35.4609, min_loss: 3.39, trn_off_step [8/647]
Epoch [1/1], Step [112/3236], Loss: 3.6625, Perplexity: 38.9595, min_loss: 3.39, trn_off_step [9/647]
Epoch [1/1], Step [113/3236], Loss: 3.8882, Perplexity: 48.8230, min_loss: 3.39, trn_off_step [10/647]
Epoch [1/1], Step [114/3236], Loss: 3.5012, Perplexity: 33.1539, min_loss: 3.39, trn_off_step [11/647]
Epoch [1/1], Step [115/3236], Loss: 3.4623, Perplexity: 31.8896, min_loss: 3.39, trn_off_step [12/647]
Epoch [1/1], Step [116/3236], Loss: 3.7127, Perplexity: 40.9649, min_loss: 3.39, trn_off_step [13/647]
Epoch [1/1], Step [117/3236], Loss: 3.3966, Perplexity: 29.8621, min_loss: 3.39, trn_off_step [14/647]
Epoch [1/1], Step [118/3236], Loss: 3.5375, Perplexity: 34.3809, min_loss: 3.39, trn_off_step [15/647]
Epoch [1/1], Step [119/3236], Loss: 3.8448, Perplexity: 46.7487, min_loss: 3.39, trn_off_step [16/647]
Epoch [1/1], Step [120/3236], Loss: 3.5381, Perplexity: 34.4023, min_loss: 3.39, trn_off_step [17/647]
Epoch [1/1], Step [121/3236], Loss: 3.4859, Perplexity: 32.6523, min_loss: 3.39, trn_off_step [18/647]
Epoch [1/1], Step [122/3236], Loss: 3.3898, Perplexity: 29.6593, min_loss: 3.39, trn_off_step [0/647]
Epoch [1/1], Step [123/3236], Loss: 3.4694, Perplexity: 32.1160, min_loss: 3.39, trn_off_step [1/647]
Epoch [1/1], Step [124/3236], Loss: 3.5108, Perplexity: 33.4734, min_loss: 3.39, trn_off_step [2/647]
Epoch [1/1], Step [125/3236], Loss: 3.5342, Perplexity: 34.2662, min_loss: 3.39, trn_off_step [3/647]
Epoch [1/1], Step [126/3236], Loss: 3.4408, Perplexity: 31.2104, min_loss: 3.39, trn_off_step [4/647]
Epoch [1/1], Step [127/3236], Loss: 3.6213, Perplexity: 37.3865, min_loss: 3.39, trn_off_step [5/647]
Epoch [1/1], Step [128/3236], Loss: 3.3685, Perplexity: 29.0346, min_loss: 3.37, trn_off_step [0/647]
Epoch [1/1], Step [129/3236], Loss: 3.3801, Perplexity: 29.3736, min_loss: 3.37, trn_off_step [1/647]
Epoch [1/1], Step [130/3236], Loss: 3.5619, Perplexity: 35.2306, min_loss: 3.37, trn_off_step [2/647]
Epoch [1/1], Step [131/3236], Loss: 3.3753, Perplexity: 29.2324, min_loss: 3.37, trn_off_step [3/647]
Epoch [1/1], Step [132/3236], Loss: 3.3540, Perplexity: 28.6166, min_loss: 3.35, trn_off_step [0/647]
Epoch [1/1], Step [133/3236], Loss: 3.6535, Perplexity: 38.6112, min_loss: 3.35, trn_off_step [1/647]
Epoch [1/1], Step [134/3236], Loss: 3.5984, Perplexity: 36.5385, min_loss: 3.35, trn_off_step [2/647]
Epoch [1/1], Step [135/3236], Loss: 3.5338, Perplexity: 34.2556, min_loss: 3.35, trn_off_step [3/647]
Epoch [1/1], Step [136/3236], Loss: 3.4166, Perplexity: 30.4669, min_loss: 3.35, trn_off_step [4/647]
Epoch [1/1], Step [137/3236], Loss: 3.4615, Perplexity: 31.8652, min_loss: 3.35, trn_off_step [5/647]
Epoch [1/1], Step [138/3236], Loss: 3.6442, Perplexity: 38.2523, min_loss: 3.35, trn_off_step [6/647]
Epoch [1/1], Step [139/3236], Loss: 3.7513, Perplexity: 42.5757, min_loss: 3.35, trn_off_step [7/647]
Epoch [1/1], Step [140/3236], Loss: 3.3868, Perplexity: 29.5713, min_loss: 3.35, trn_off_step [8/647]
Epoch [1/1], Step [141/3236], Loss: 3.3447, Perplexity: 28.3528, min_loss: 3.34, trn_off_step [0/647]
Epoch [1/1], Step [142/3236], Loss: 3.2040, Perplexity: 24.6314, min_loss: 3.20, trn_off_step [0/647]
Epoch [1/1], Step [143/3236], Loss: 3.3406, Perplexity: 28.2355, min_loss: 3.20, trn_off_step [1/647]
Epoch [1/1], Step [144/3236], Loss: 3.1137, Perplexity: 22.5045, min_loss: 3.11, trn_off_step [0/647]
Epoch [1/1], Step [145/3236], Loss: 3.3500, Perplexity: 28.5018, min_loss: 3.11, trn_off_step [1/647]
Epoch [1/1], Step [146/3236], Loss: 3.3070, Perplexity: 27.3038, min_loss: 3.11, trn_off_step [2/647]
Epoch [1/1], Step [147/3236], Loss: 3.1853, Perplexity: 24.1750, min_loss: 3.11, trn_off_step [3/647]
Epoch [1/1], Step [148/3236], Loss: 3.3767, Perplexity: 29.2729, min_loss: 3.11, trn_off_step [4/647]
Epoch [1/1], Step [149/3236], Loss: 3.6925, Perplexity: 40.1465, min_loss: 3.11, trn_off_step [5/647]
Epoch [1/1], Step [150/3236], Loss: 3.1840, Perplexity: 24.1430, min_loss: 3.11, trn_off_step [6/647]
Epoch [1/1], Step [151/3236], Loss: 3.7964, Perplexity: 44.5409, min_loss: 3.11, trn_off_step [7/647]
Epoch [1/1], Step [152/3236], Loss: 3.4177, Perplexity: 30.4989, min_loss: 3.11, trn_off_step [8/647]
Epoch [1/1], Step [153/3236], Loss: 3.2776, Perplexity: 26.5112, min_loss: 3.11, trn_off_step [9/647]
Epoch [1/1], Step [154/3236], Loss: 3.6396, Perplexity: 38.0766, min_loss: 3.11, trn_off_step [10/647]
Epoch [1/1], Step [155/3236], Loss: 3.4479, Perplexity: 31.4328, min_loss: 3.11, trn_off_step [11/647]
Epoch [1/1], Step [156/3236], Loss: 3.3459, Perplexity: 28.3851, min_loss: 3.11, trn_off_step [12/647]
Epoch [1/1], Step [157/3236], Loss: 3.5494, Perplexity: 34.7918, min_loss: 3.11, trn_off_step [13/647]
Epoch [1/1], Step [158/3236], Loss: 3.9069, Perplexity: 49.7427, min_loss: 3.11, trn_off_step [14/647]
Epoch [1/1], Step [159/3236], Loss: 3.4102, Perplexity: 30.2724, min_loss: 3.11, trn_off_step [15/647]
Epoch [1/1], Step [160/3236], Loss: 3.4822, Perplexity: 32.5314, min_loss: 3.11, trn_off_step [16/647]
Epoch [1/1], Step [161/3236], Loss: 3.4345, Perplexity: 31.0151, min_loss: 3.11, trn_off_step [17/647]
Epoch [1/1], Step [162/3236], Loss: 3.4199, Perplexity: 30.5668, min_loss: 3.11, trn_off_step [18/647]
Epoch [1/1], Step [163/3236], Loss: 3.5359, Perplexity: 34.3255, min_loss: 3.11, trn_off_step [19/647]
Epoch [1/1], Step [164/3236], Loss: 3.1915, Perplexity: 24.3260, min_loss: 3.11, trn_off_step [20/647]
Epoch [1/1], Step [165/3236], Loss: 3.7419, Perplexity: 42.1801, min_loss: 3.11, trn_off_step [21/647]
Epoch [1/1], Step [166/3236], Loss: 3.4180, Perplexity: 30.5085, min_loss: 3.11, trn_off_step [22/647]
Epoch [1/1], Step [167/3236], Loss: 3.5173, Perplexity: 33.6921, min_loss: 3.11, trn_off_step [23/647]
Epoch [1/1], Step [168/3236], Loss: 3.3368, Perplexity: 28.1288, min_loss: 3.11, trn_off_step [24/647]
Epoch [1/1], Step [169/3236], Loss: 3.8063, Perplexity: 44.9837, min_loss: 3.11, trn_off_step [25/647]
Epoch [1/1], Step [170/3236], Loss: 3.3228, Perplexity: 27.7379, min_loss: 3.11, trn_off_step [26/647]
Epoch [1/1], Step [171/3236], Loss: 3.1414, Perplexity: 23.1355, min_loss: 3.11, trn_off_step [27/647]
Epoch [1/1], Step [172/3236], Loss: 3.4493, Perplexity: 31.4778, min_loss: 3.11, trn_off_step [28/647]
Epoch [1/1], Step [173/3236], Loss: 3.4981, Perplexity: 33.0523, min_loss: 3.11, trn_off_step [29/647]
Epoch [1/1], Step [174/3236], Loss: 3.1474, Perplexity: 23.2746, min_loss: 3.11, trn_off_step [30/647]
Epoch [1/1], Step [175/3236], Loss: 3.4234, Perplexity: 30.6722, min_loss: 3.11, trn_off_step [31/647]
Epoch [1/1], Step [176/3236], Loss: 3.4991, Perplexity: 33.0858, min_loss: 3.11, trn_off_step [32/647]
Epoch [1/1], Step [177/3236], Loss: 3.8002, Perplexity: 44.7113, min_loss: 3.11, trn_off_step [33/647]
Epoch [1/1], Step [178/3236], Loss: 3.9646, Perplexity: 52.6992, min_loss: 3.11, trn_off_step [34/647]
Epoch [1/1], Step [179/3236], Loss: 3.1943, Perplexity: 24.3924, min_loss: 3.11, trn_off_step [35/647]
Epoch [1/1], Step [180/3236], Loss: 3.2291, Perplexity: 25.2578, min_loss: 3.11, trn_off_step [36/647]
Epoch [1/1], Step [181/3236], Loss: 3.4386, Perplexity: 31.1434, min_loss: 3.11, trn_off_step [37/647]
Epoch [1/1], Step [182/3236], Loss: 3.1583, Perplexity: 23.5298, min_loss: 3.11, trn_off_step [38/647]
Epoch [1/1], Step [183/3236], Loss: 3.2852, Perplexity: 26.7149, min_loss: 3.11, trn_off_step [39/647]
Epoch [1/1], Step [184/3236], Loss: 3.4389, Perplexity: 31.1539, min_loss: 3.11, trn_off_step [40/647]
Epoch [1/1], Step [185/3236], Loss: 3.2043, Perplexity: 24.6370, min_loss: 3.11, trn_off_step [41/647]
Epoch [1/1], Step [186/3236], Loss: 3.2474, Perplexity: 25.7239, min_loss: 3.11, trn_off_step [42/647]
Epoch [1/1], Step [187/3236], Loss: 3.4198, Perplexity: 30.5623, min_loss: 3.11, trn_off_step [43/647]
Epoch [1/1], Step [188/3236], Loss: 2.9346, Perplexity: 18.8140, min_loss: 2.93, trn_off_step [0/647]
Epoch [1/1], Step [189/3236], Loss: 3.0226, Perplexity: 20.5438, min_loss: 2.93, trn_off_step [1/647]
Epoch [1/1], Step [190/3236], Loss: 3.2060, Perplexity: 24.6812, min_loss: 2.93, trn_off_step [2/647]
Epoch [1/1], Step [191/3236], Loss: 3.3003, Perplexity: 27.1210, min_loss: 2.93, trn_off_step [3/647]
Epoch [1/1], Step [192/3236], Loss: 3.0483, Perplexity: 21.0791, min_loss: 2.93, trn_off_step [4/647]
Epoch [1/1], Step [193/3236], Loss: 3.3768, Perplexity: 29.2776, min_loss: 2.93, trn_off_step [5/647]
Epoch [1/1], Step [194/3236], Loss: 3.2391, Perplexity: 25.5110, min_loss: 2.93, trn_off_step [6/647]
Epoch [1/1], Step [195/3236], Loss: 3.4795, Perplexity: 32.4424, min_loss: 2.93, trn_off_step [7/647]
Epoch [1/1], Step [196/3236], Loss: 3.3110, Perplexity: 27.4121, min_loss: 2.93, trn_off_step [8/647]
Epoch [1/1], Step [197/3236], Loss: 3.2638, Perplexity: 26.1478, min_loss: 2.93, trn_off_step [9/647]
Epoch [1/1], Step [198/3236], Loss: 3.4020, Perplexity: 30.0232, min_loss: 2.93, trn_off_step [10/647]
Epoch [1/1], Step [199/3236], Loss: 3.4895, Perplexity: 32.7691, min_loss: 2.93, trn_off_step [11/647]
Epoch [1/1], Step [200/3236], Loss: 3.1794, Perplexity: 24.0335, min_loss: 2.93, trn_off_step [12/647]
Epoch [1/1], Step [201/3236], Loss: 3.2620, Perplexity: 26.1023, min_loss: 2.93, trn_off_step [13/647]
Epoch [1/1], Step [202/3236], Loss: 3.1245, Perplexity: 22.7478, min_loss: 2.93, trn_off_step [14/647]
Epoch [1/1], Step [203/3236], Loss: 3.0503, Perplexity: 21.1221, min_loss: 2.93, trn_off_step [15/647]
Epoch [1/1], Step [204/3236], Loss: 3.2401, Perplexity: 25.5354, min_loss: 2.93, trn_off_step [16/647]
Epoch [1/1], Step [205/3236], Loss: 3.1396, Perplexity: 23.0940, min_loss: 2.93, trn_off_step [17/647]
Epoch [1/1], Step [206/3236], Loss: 3.0552, Perplexity: 21.2251, min_loss: 2.93, trn_off_step [18/647]
Epoch [1/1], Step [207/3236], Loss: 3.2894, Perplexity: 26.8263, min_loss: 2.93, trn_off_step [19/647]
Epoch [1/1], Step [208/3236], Loss: 3.0898, Perplexity: 21.9734, min_loss: 2.93, trn_off_step [20/647]
Epoch [1/1], Step [209/3236], Loss: 3.2850, Perplexity: 26.7099, min_loss: 2.93, trn_off_step [21/647]
Epoch [1/1], Step [210/3236], Loss: 3.0182, Perplexity: 20.4552, min_loss: 2.93, trn_off_step [22/647]
Epoch [1/1], Step [211/3236], Loss: 3.1786, Perplexity: 24.0131, min_loss: 2.93, trn_off_step [23/647]
Epoch [1/1], Step [212/3236], Loss: 4.1129, Perplexity: 61.1236, min_loss: 2.93, trn_off_step [24/647]
Epoch [1/1], Step [213/3236], Loss: 3.1147, Perplexity: 22.5260, min_loss: 2.93, trn_off_step [25/647]
Epoch [1/1], Step [214/3236], Loss: 3.3786, Perplexity: 29.3305, min_loss: 2.93, trn_off_step [26/647]
Epoch [1/1], Step [215/3236], Loss: 3.2740, Perplexity: 26.4156, min_loss: 2.93, trn_off_step [27/647]
Epoch [1/1], Step [216/3236], Loss: 3.0708, Perplexity: 21.5583, min_loss: 2.93, trn_off_step [28/647]
Epoch [1/1], Step [217/3236], Loss: 3.6051, Perplexity: 36.7843, min_loss: 2.93, trn_off_step [29/647]
Epoch [1/1], Step [218/3236], Loss: 3.0412, Perplexity: 20.9311, min_loss: 2.93, trn_off_step [30/647]
Epoch [1/1], Step [219/3236], Loss: 3.1081, Perplexity: 22.3786, min_loss: 2.93, trn_off_step [31/647]
Epoch [1/1], Step [220/3236], Loss: 3.5315, Perplexity: 34.1752, min_loss: 2.93, trn_off_step [32/647]
Epoch [1/1], Step [221/3236], Loss: 3.1735, Perplexity: 23.8915, min_loss: 2.93, trn_off_step [33/647]
Epoch [1/1], Step [222/3236], Loss: 3.1719, Perplexity: 23.8521, min_loss: 2.93, trn_off_step [34/647]
Epoch [1/1], Step [223/3236], Loss: 3.2443, Perplexity: 25.6427, min_loss: 2.93, trn_off_step [35/647]
Epoch [1/1], Step [224/3236], Loss: 3.0498, Perplexity: 21.1107, min_loss: 2.93, trn_off_step [36/647]
Epoch [1/1], Step [225/3236], Loss: 2.9154, Perplexity: 18.4561, min_loss: 2.92, trn_off_step [0/647]
Epoch [1/1], Step [226/3236], Loss: 3.0160, Perplexity: 20.4099, min_loss: 2.92, trn_off_step [1/647]
